# Created by Octave 5.2.0, Fri Dec 18 23:10:04 2020 GMT <unknown@BigBang>
# name: Dcor
# type: matrix
# rows: 5810
# columns: 5
 0.53000504286434691 7 1 7 1
 0.053958648512355017 2 2 2 2
 0.11649016641452345 1 2 2 2
 0.15985879979828543 2 2 2 2
 0.14069591527987896 1 2 2 2
 0.25869894099848711 1 12 1 1
 0.2939989914271306 2 1 1 1
 0.36056480080685832 1 1 1 1
 0.31517902168431672 1 1 1 1
 0.10640443772062531 1 2 2 2
 0.20927887039838627 2 2 1 2
 -0.38880484114977309 6 2 6 2
 0.21936459909228442 1 1 1 1
 0.019667170953101363 2 2 2 2
 -0.052950075642965201 1 2 5 2
 0.077155824508320731 2 2 2 2
 0.15078164397377711 2 2 2 2
 0.38174483106404439 1 12 1 1
 0.11144730206757439 2 2 2 2
 0.19616742309631871 2 1 1 1
 -0.013615733736762481 1 2 2 2
 -0.51991931417044879 3 3 3 3
 0.15481593545133637 2 2 2 2
 0.20524457892082704 2 2 1 2
 0.40695915279878969 1 12 1 1
 0.20020171457387798 2 2 1 2
 -0.059001512859304085 5 2 5 2
 -0.071104387291981846 2 2 5 2
 0.19213313161875945 1 1 1 1
 0.1356530509329299 2 2 2 2
 0.36560766515380738 1 1 1 1
 0.23751891074130105 1 1 1 1
 -0.23247604639435199 6 2 6 2
 0.36762481089258697 1 12 1 1
 -0.2849218356026223 2 2 6 2
 0.32022188603126578 1 1 1 1
 0.41502773575390822 2 1 7 1
 -0.060010085728693902 2 2 5 2
 0.21734745335350478 2 1 1 1
 0.21432173474533536 2 1 1 1
 0.077155824508320731 2 2 2 2
 -0.11144730206757439 2 2 5 2
 0.31114473020675742 1 1 1 1
 0.084215834594049424 2 1 2 1
 0.40595057992939992 2 12 1 1
 0.19112455874936965 2 2 1 2
 -0.24256177508825014 3 3 6 3
 -0.067070095814422595 2 3 5 3
 0.25163893091275846 1 1 1 1
 0.10640443772062531 2 1 2 1
 0.20423600605143721 2 2 1 2
 0.40191628845184063 1 1 1 1
 0.63489662128088753 1 1 7 1
 0.3101361573373676 2 1 1 1
 -0.25264750378214829 1 2 6 2
 0.12960161371659101 2 2 2 2
 0.29500756429652042 2 2 1 2
 -0.53706505295007567 6 2 3 2
 0.27080181543116488 2 2 1 2
 0.44024205748865358 1 1 7 1
 0.15784165405950579 2 2 2 2
 0.075138678769541098 2 2 2 2
 0.39989914271306104 1 12 1 1
 0.090267271810388294 2 2 2 2
 0.1346444780635401 2 2 2 2
 -0.0035300050428643467 2 2 2 2
 0.47150781643973777 1 1 7 1
 0.39485627836611198 2 12 1 1
 -0.65506807866868377 4 3 4 3
 -0.25769036812909735 3 3 6 3
 -0.21734745335350478 2 2 6 2
 0.32022188603126578 1 12 1 1
 -0.057992939989914269 2 2 5 2
 0.097327281896116988 2 2 2 2
 0.04790721129601614 2 2 2 2
 0.3595562279374685 1 1 1 1
 0.26777609682299547 1 2 1 2
 0.23852748361069087 2 2 1 2
 -0.041855774079677256 2 2 5 2
 0.053958648512355017 2 2 2 2
 0.4503277861825517 2 1 7 1
 0.48058497226424607 1 1 7 1
 -0.25466464952092788 2 1 6 1
 -0.16691880988401411 2 1 5 1
 -0.055975794251134643 2 1 5 1
 -0.084215834594049424 2 2 5 2
 0.072112960161371656 2 2 2 2
